comfort,mental_health_pre,mental_health_since,wellbeing_since,gender,age,partner,species,loneliness_pre,loneliness_since
45,20,20,14,male,70_over,living_partner,dog,5,6
43,16,17,26,female,25_34,living_partner,dog,7,5
28,24,22,15,female,45_54,living_partner,dog,3,3
30,20,19,24,male,25_34,living_partner,dog,3,6
42,22,20,28,female,18_24,not_living_partner,cat,7,9
45,19,22,24,female,65_70,not_living_partner,dog,3,3
39,21,23,22,female,55_64,not_living_partner,dog,8,8
47,20,21,30,male,45_54,living_partner,dog,5,6
48,21,22,17,female,55_64,not_living_partner,cat,6,6
45,20,21,16,male,45_54,living_partner,dog,3,4
48,21,21,17,female,45_54,not_living_partner,dog,3,4
12,18,18,12,male,55_64,living_partner,dog,4,4
44,22,21,17,male,25_34,living_partner,dog,3,5
12,20,22,21,male,55_64,living_partner,dog,5,6
45,21,20,22,male,55_64,living_partner,dog,9,9
48,21,20,15,female,45_54,living_partner,dog,3,4
48,21,22,13,male,55_64,living_partner,dog,3,3
39,16,20,18,male,18_24,living_partner,cat,9,7
48,20,21,15,male,35_44,not_living_partner,dog,3,3
45,19,18,24,male,55_64,not_living_partner,dog,6,7
44,25,24,17,female,45_54,living_partner,dog,6,3
48,22,20,20,female,70_over,not_living_partner,dog,5,6
12,22,22,15,female,55_64,living_partner,dog,3,3
41,19,18,26,male,45_54,living_partner,dog,9,9
44,20,20,15,female,65_70,not_living_partner,dog,6,6
42,22,23,18,male,55_64,living_partner,dog,4,5
48,20,18,17,male,55_64,living_partner,dog,4,4
47,18,20,18,female,35_44,not_living_partner,dog,6,7
45,15,16,22,another,18_24,not_living_partner,small,5,7
48,21,22,7,male,55_64,living_partner,dog,3,3
48,20,20,12,male,35_44,not_living_partner,cat,3,3
46,20,15,19,female,25_34,not_living_partner,cat,3,5
39,22,21,15,female,55_64,living_partner,dog,4,4
48,20,20,24,female,45_54,living_partner,dog,3,4
47,22,21,14,male,45_54,living_partner,dog,3,3
35,20,20,17,male,55_64,living_partner,bird,4,4
37,22,20,18,male,55_64,living_partner,dog,5,6
41,18,23,25,male,45_54,not_living_partner,cat,3,9
42,17,18,23,male,35_44,living_partner,dog,7,7
47,21,21,21,female,45_54,not_living_partner,dog,6,9
48,18,19,25,male,35_44,living_partner,cat,3,8
48,20,20,26,male,55_64,not_living_partner,dog,3,8
47,19,19,22,male,35_44,living_partner,dog,4,3
41,20,19,19,male,45_54,living_partner,dog,3,4
46,19,20,15,male,70_over,living_partner,dog,5,6
47,20,19,18,male,45_54,not_living_partner,cat,6,6
46,20,20,10,male,55_64,living_partner,dog,3,3
45,20,22,21,male,45_54,living_partner,dog,7,6
44,22,24,19,male,45_54,living_partner,dog,4,4
45,22,22,17,female,45_54,living_partner,dog,3,3
48,22,22,16,male,65_70,living_partner,dog,3,3
36,20,20,21,another,70_over,living_partner,dog,6,6
48,22,19,21,male,55_64,not_living_partner,cat,5,4
48,19,17,25,male,45_54,not_living_partner,cat,5,7
35,22,21,22,male,55_64,not_living_partner,dog,4,4
47,16,17,22,female,25_34,not_living_partner,cat,3,5
39,24,23,18,male,55_64,not_living_partner,dog,4,7
45,21,18,23,male,55_64,not_living_partner,dog,9,9
34,26,24,18,male,65_70,not_living_partner,dog,4,3
36,22,20,22,male,35_44,living_partner,dog,7,5
47,21,22,21,female,35_44,living_partner,dog,6,6
46,19,19,23,female,18_24,not_living_partner,cat,8,5
48,18,19,25,male,55_64,not_living_partner,cat,7,9
46,19,18,21,male,45_54,living_partner,dog,5,6
47,20,22,22,male,45_54,living_partner,dog,6,6
45,19,20,22,female,25_34,living_partner,cat,6,6
45,18,21,13,male,35_44,living_partner,dog,3,3
48,19,21,11,male,25_34,not_living_partner,dog,5,5
45,22,21,16,male,45_54,living_partner,dog,3,3
44,19,18,22,another,18_24,not_living_partner,dog,9,8
44,23,24,12,male,70_over,not_living_partner,dog,4,6
47,21,21,15,female,45_54,living_partner,dog,3,3
48,20,22,7,male,70_over,not_living_partner,dog,6,6
42,18,17,23,female,25_34,living_partner,dog,5,6
48,21,22,12,male,70_over,living_partner,dog,3,3
46,22,21,14,female,35_44,living_partner,cat,3,6
48,18,19,17,male,55_64,not_living_partner,cat,6,6
36,18,21,19,male,55_64,not_living_partner,dog,9,9
44,21,18,26,female,18_24,not_living_partner,dog,3,8
48,23,19,24,male,25_34,not_living_partner,dog,8,8
48,20,19,17,female,45_54,living_partner,dog,3,3
39,18,20,15,male,55_64,living_partner,dog,5,5
41,23,24,20,female,45_54,living_partner,dog,4,5
47,19,20,16,male,55_64,living_partner,dog,6,5
41,20,22,14,male,45_54,living_partner,cat,4,4
48,16,16,23,male,25_34,not_living_partner,dog,3,3
48,20,20,14,male,55_64,living_partner,dog,3,3
48,18,18,20,male,35_44,living_partner,cat,4,4
35,23,23,14,male,65_70,living_partner,dog,3,5
38,22,23,18,male,55_64,not_living_partner,cat,4,4
48,21,20,16,female,45_54,not_living_partner,dog,3,4
42,22,26,17,female,55_64,living_partner,dog,4,4
48,18,18,19,male,45_54,living_partner,cat,5,5
40,16,16,14,male,70_over,living_partner,cat,7,8
42,21,21,9,male,70_over,not_living_partner,dog,3,3
36,25,25,28,male,18_24,not_living_partner,dog,8,9
33,24,20,14,female,25_34,living_partner,small,5,7
20,20,19,23,female,35_44,living_partner,dog,5,6
12,5,5,7,female,25_34,living_partner,cat,3,3
12,20,22,16,female,25_34,living_partner,dog,6,6
15,18,18,17,male,25_34,not_living_partner,dog,4,4
20,21,21,21,female,45_54,living_partner,dog,3,3
29,21,22,20,female,25_34,not_living_partner,small,5,6
16,19,20,25,female,45_54,living_partner,cat,8,9
22,19,19,23,female,25_34,living_partner,cat,5,4
14,19,17,22,female,35_44,living_partner,cat,5,4
15,21,21,20,female,25_34,living_partner,cat,3,4
31,25,21,24,female,35_44,living_partner,cat,3,3
37,21,22,17,male,65_70,living_partner,cat,3,4
12,19,20,22,female,25_34,living_partner,cat,5,4
12,24,21,12,female,45_54,living_partner,dog,5,5
19,20,20,18,female,35_44,living_partner,dog,6,6
12,19,20,16,female,35_44,living_partner,dog,3,3
12,22,19,14,female,45_54,not_living_partner,dog,4,3
37,20,17,32,female,45_54,not_living_partner,cat,3,4
17,21,19,23,female,25_34,living_partner,cat,3,7
13,20,21,20,female,45_54,living_partner,dog,3,5
26,24,22,17,female,55_64,living_partner,dog,4,4
29,19,19,15,male,45_54,living_partner,dog,5,5
24,19,16,24,female,25_34,living_partner,dog,6,6
12,20,20,17,female,18_24,not_living_partner,dog,4,4
22,21,20,21,female,45_54,living_partner,cat,3,4
15,21,19,14,female,25_34,living_partner,cat,4,3
33,21,22,21,female,45_54,living_partner,dog,3,3
22,20,18,15,female,25_34,living_partner,cat,3,3
36,19,20,11,female,70_over,living_partner,bird,3,3
14,25,24,19,female,45_54,not_living_partner,cat,4,5
20,22,21,24,female,35_44,living_partner,small,3,3
12,22,21,21,female,45_54,living_partner,dog,7,9
17,22,21,19,female,45_54,living_partner,dog,3,5
12,18,19,12,female,25_34,living_partner,dog,3,3
12,20,19,11,male,35_44,not_living_partner,dog,5,5
12,19,19,14,female,18_24,not_living_partner,cat,4,5
48,14,14,20,female,18_24,living_partner,dog,3,6
48,16,18,14,female,25_34,living_partner,dog,6,6
24,22,22,15,female,45_54,living_partner,dog,4,6
48,18,18,22,female,35_44,living_partner,dog,6,4
48,14,17,18,female,18_24,not_living_partner,dog,5,6
30,23,22,18,female,55_64,not_living_partner,cat,4,7
47,18,19,19,female,18_24,not_living_partner,cat,3,4
47,19,20,19,female,25_34,living_partner,dog,5,8
26,20,20,9,male,65_70,living_partner,dog,3,3
44,21,20,14,female,35_44,living_partner,dog,3,3
48,15,20,17,female,35_44,not_living_partner,dog,3,5
48,21,21,13,female,25_34,living_partner,dog,3,4
33,22,21,14,female,55_64,not_living_partner,dog,3,3
48,14,16,21,female,25_34,living_partner,dog,6,6
48,22,18,21,female,18_24,not_living_partner,dog,5,9
44,16,16,19,female,25_34,living_partner,dog,4,5
48,22,11,26,female,25_34,not_living_partner,dog,3,9
42,19,19,22,female,18_24,not_living_partner,dog,5,6
48,19,19,14,female,25_34,living_partner,dog,3,3
36,20,17,18,female,18_24,not_living_partner,cat,6,8
48,22,20,15,male,18_24,not_living_partner,dog,3,3
12,14,15,20,female,25_34,living_partner,dog,4,7
47,20,19,20,female,25_34,living_partner,cat,7,6
45,20,21,20,male,25_34,living_partner,cat,3,3
48,18,16,25,female,25_34,living_partner,dog,3,4
44,22,21,18,male,25_34,living_partner,cat,3,3
33,21,20,11,female,70_over,living_partner,cat,3,4
37,19,17,18,female,18_24,living_partner,cat,3,5
37,21,20,25,female,45_54,living_partner,dog,3,4
37,21,20,16,female,35_44,not_living_partner,dog,3,3
48,24,20,23,female,25_34,living_partner,dog,6,6
48,21,17,26,female,55_64,not_living_partner,dog,3,4
48,16,20,21,female,35_44,not_living_partner,cat,3,5
48,16,20,16,female,45_54,living_partner,dog,3,4
45,15,19,20,male,18_24,not_living_partner,dog,9,7
46,19,19,16,female,18_24,not_living_partner,dog,4,4
39,23,23,17,female,35_44,living_partner,dog,6,4
48,17,22,17,female,25_34,living_partner,dog,4,4
42,22,23,15,male,25_34,living_partner,dog,4,4
11,19,19,15,male,45_54,living_partner,small,4,5
48,25,21,20,female,35_44,living_partner,dog,3,3
48,19,20,17,female,25_34,not_living_partner,cat,3,4
39,22,17,20,male,25_34,not_living_partner,small,4,6
47,19,19,24,female,25_34,not_living_partner,dog,6,6
43,19,19,21,female,25_34,not_living_partner,dog,3,4
48,20,16,17,female,18_24,living_partner,dog,4,4
12,23,24,19,female,55_64,living_partner,dog,4,6
15,24,24,15,female,55_64,living_partner,bird,6,5
37,19,23,15,male,45_54,living_partner,dog,4,3
46,20,22,18,female,45_54,not_living_partner,dog,3,4
44,22,20,20,female,35_44,living_partner,dog,3,5
46,21,15,19,female,18_24,living_partner,dog,8,9
48,20,18,21,female,25_34,not_living_partner,cat,3,7
38,20,21,13,male,18_24,not_living_partner,dog,3,3
48,19,17,20,male,35_44,living_partner,cat,6,6
47,19,18,21,female,18_24,not_living_partner,dog,9,8
48,17,19,19,male,45_54,not_living_partner,dog,6,9
38,23,22,17,female,55_64,living_partner,dog,3,4
48,19,19,17,female,25_34,living_partner,dog,6,6
36,22,21,24,male,45_54,living_partner,dog,5,6
44,22,20,22,female,25_34,living_partner,dog,6,6
48,18,17,29,female,18_24,not_living_partner,dog,9,9
43,24,23,21,female,55_64,living_partner,dog,6,6
35,20,20,19,female,25_34,living_partner,small,6,6
39,22,20,19,male,35_44,not_living_partner,cat,3,4
41,22,18,17,male,55_64,living_partner,dog,3,4
41,17,15,29,female,25_34,living_partner,cat,8,8
40,16,16,26,female,18_24,not_living_partner,dog,6,6
40,21,21,18,female,18_24,not_living_partner,dog,5,7
48,22,21,11,female,65_70,living_partner,dog,3,3
43,19,18,21,female,35_44,living_partner,dog,6,4
37,22,19,22,female,25_34,not_living_partner,cat,3,5
30,22,20,15,female,25_34,not_living_partner,cat,6,3
48,24,21,15,female,25_34,living_partner,dog,7,6
48,24,24,20,female,55_64,living_partner,dog,3,6
48,19,17,13,female,18_24,not_living_partner,dog,7,4
48,22,21,13,female,45_54,living_partner,dog,3,3
48,23,22,16,female,25_34,living_partner,dog,3,4
46,23,23,18,male,25_34,living_partner,dog,7,7
41,21,20,21,female,35_44,not_living_partner,dog,3,5
48,21,20,16,female,25_34,not_living_partner,dog,3,3
37,21,22,15,female,25_34,living_partner,cat,4,4
40,22,20,21,female,35_44,living_partner,dog,6,6
48,18,15,27,female,35_44,living_partner,dog,3,6
40,18,17,16,male,35_44,not_living_partner,cat,6,8
36,21,14,23,female,25_34,living_partner,dog,3,8
34,23,23,15,female,35_44,not_living_partner,dog,3,3
38,20,21,12,female,65_70,not_living_partner,dog,3,5
43,18,16,23,female,35_44,not_living_partner,dog,5,9
46,17,20,22,female,35_44,not_living_partner,cat,6,7
43,21,20,22,female,25_34,not_living_partner,dog,6,5
22,19,19,22,male,25_34,not_living_partner,cat,3,3
32,21,20,24,female,25_34,living_partner,cat,5,6
48,18,19,23,female,45_54,living_partner,dog,5,5
48,20,19,21,female,18_24,living_partner,dog,3,5
26,19,19,16,female,25_34,living_partner,dog,4,3
38,19,21,23,female,55_64,living_partner,cat,7,7
41,23,23,15,female,25_34,living_partner,small,3,3
45,20,20,17,female,55_64,living_partner,cat,5,5
47,19,19,21,female,25_34,not_living_partner,dog,3,9
44,19,20,28,female,25_34,not_living_partner,cat,6,8
45,18,19,22,female,55_64,living_partner,cat,7,7
47,19,19,18,female,45_54,not_living_partner,dog,5,9
48,24,23,21,female,65_70,living_partner,dog,3,6
42,20,20,20,female,55_64,not_living_partner,cat,3,6
45,19,19,12,female,55_64,living_partner,cat,3,4
40,21,22,15,male,45_54,living_partner,dog,3,3
48,24,21,20,female,45_54,living_partner,dog,3,5
47,21,16,20,female,55_64,living_partner,dog,3,7
48,21,21,17,female,45_54,not_living_partner,dog,7,6
47,22,21,15,female,45_54,not_living_partner,dog,4,4
37,20,20,16,female,45_54,living_partner,small,3,4
48,21,20,20,female,25_34,living_partner,dog,5,5
36,18,19,19,male,45_54,not_living_partner,small,3,3
43,19,20,13,male,70_over,living_partner,dog,5,5
48,20,20,16,female,45_54,not_living_partner,dog,8,8
43,22,21,14,male,25_34,living_partner,dog,3,3
48,20,21,16,male,45_54,living_partner,dog,3,3
48,18,21,21,female,55_64,living_partner,dog,6,3
48,17,20,16,female,35_44,not_living_partner,cat,3,3
46,15,18,16,female,25_34,living_partner,dog,5,5
35,20,15,28,female,25_34,living_partner,small,6,8
36,22,22,9,female,55_64,living_partner,cat,3,3
36,19,20,15,female,45_54,living_partner,cat,7,4
37,22,21,16,male,55_64,living_partner,cat,3,3
39,21,19,15,female,55_64,living_partner,cat,4,3
41,23,22,15,female,35_44,not_living_partner,dog,4,4
36,20,17,17,female,35_44,living_partner,cat,5,3
45,22,19,20,male,25_34,not_living_partner,dog,7,7
28,21,21,16,male,45_54,living_partner,cat,3,3
48,21,21,14,female,65_70,living_partner,dog,3,4
48,24,22,18,female,45_54,living_partner,dog,6,5
46,23,21,14,female,45_54,not_living_partner,dog,6,7
36,20,20,12,female,35_44,living_partner,cat,3,3
46,23,23,22,female,55_64,not_living_partner,cat,6,5
46,18,17,19,female,18_24,not_living_partner,dog,3,5
48,19,19,14,female,55_64,not_living_partner,dog,6,6
45,20,22,22,female,55_64,not_living_partner,dog,6,6
48,18,17,19,female,45_54,not_living_partner,dog,7,9
46,20,20,16,female,45_54,living_partner,cat,5,4
42,14,18,17,female,35_44,living_partner,cat,3,3
45,22,21,11,female,55_64,not_living_partner,dog,6,5
48,20,22,19,female,70_over,not_living_partner,cat,3,3
45,20,19,17,female,45_54,living_partner,dog,3,4
46,20,21,20,female,25_34,living_partner,cat,3,5
48,19,20,13,male,25_34,living_partner,cat,3,3
34,25,22,28,female,35_44,living_partner,cat,7,3
47,19,17,22,female,45_54,not_living_partner,dog,6,6
47,19,20,15,female,65_70,living_partner,dog,6,5
36,22,21,21,female,35_44,living_partner,cat,3,3
41,22,22,14,female,35_44,living_partner,cat,3,4
48,25,19,15,female,25_34,living_partner,dog,3,5
38,19,21,9,female,45_54,living_partner,cat,4,3
48,24,22,18,female,45_54,living_partner,dog,4,5
48,26,21,16,female,45_54,not_living_partner,cat,9,9
34,21,19,13,female,45_54,not_living_partner,cat,3,3
47,22,17,19,female,25_34,living_partner,dog,3,3
42,20,20,16,female,55_64,not_living_partner,dog,3,7
40,25,20,13,female,25_34,living_partner,dog,3,3
48,19,20,15,female,25_34,living_partner,dog,3,3
48,20,18,22,female,55_64,living_partner,cat,6,5
45,20,19,21,female,35_44,living_partner,cat,8,6
48,21,16,22,female,55_64,living_partner,cat,4,4
44,23,23,20,female,45_54,living_partner,dog,6,6
47,18,20,16,female,25_34,living_partner,cat,3,4
47,24,21,17,female,25_34,living_partner,cat,8,8
39,21,20,14,female,65_70,living_partner,cat,3,5
42,22,19,20,female,55_64,not_living_partner,dog,9,9
41,19,21,20,female,35_44,not_living_partner,cat,5,8
47,20,18,12,female,25_34,not_living_partner,cat,3,5
34,16,18,27,female,18_24,living_partner,cat,8,8
47,17,19,15,female,55_64,living_partner,cat,3,3
39,19,20,20,female,35_44,living_partner,small,5,5
48,21,21,10,male,55_64,living_partner,dog,4,4
34,24,22,18,female,45_54,living_partner,dog,3,5
47,19,20,12,male,25_34,living_partner,cat,3,3
48,18,17,15,female,45_54,living_partner,dog,3,4
48,22,20,16,female,25_34,living_partner,dog,3,5
47,23,18,11,female,25_34,living_partner,cat,3,3
48,19,21,19,female,35_44,living_partner,dog,3,5
48,20,20,17,female,35_44,living_partner,dog,3,3
46,21,19,22,female,45_54,living_partner,dog,3,3
12,18,17,11,female,25_34,not_living_partner,dog,3,3
41,20,21,18,female,25_34,living_partner,cat,4,6
32,24,23,21,female,45_54,living_partner,cat,3,3
48,20,19,13,female,35_44,living_partner,cat,3,3
44,21,21,19,female,25_34,living_partner,cat,4,6
39,20,21,10,female,35_44,not_living_partner,dog,3,4
48,19,19,15,female,35_44,living_partner,dog,3,3
47,21,20,22,female,25_34,living_partner,cat,4,5
48,20,22,22,female,35_44,not_living_partner,dog,3,3
40,16,15,21,female,18_24,living_partner,cat,5,7
43,20,18,16,female,25_34,living_partner,dog,7,6
45,21,22,20,female,55_64,not_living_partner,cat,8,8
36,21,20,15,female,35_44,living_partner,cat,4,6
30,22,22,11,female,45_54,living_partner,dog,3,4
38,24,23,18,female,55_64,not_living_partner,dog,3,7
33,24,22,19,female,25_34,living_partner,cat,4,5
45,20,19,20,female,18_24,not_living_partner,cat,4,5
38,21,20,16,female,55_64,living_partner,dog,3,3
48,23,18,17,male,70_over,living_partner,dog,6,4
48,22,20,23,female,55_64,not_living_partner,dog,5,9
39,17,23,23,male,25_34,not_living_partner,dog,5,7
44,16,20,18,female,35_44,living_partner,cat,6,5
36,21,22,17,female,35_44,living_partner,dog,3,4
45,21,22,12,female,55_64,living_partner,dog,3,3
48,22,22,20,female,35_44,not_living_partner,dog,5,5
48,19,18,20,female,18_24,living_partner,dog,8,7
45,20,20,21,female,65_70,living_partner,dog,3,4
41,18,19,19,male,35_44,living_partner,dog,7,7
41,20,18,21,female,25_34,living_partner,dog,3,6
37,21,21,11,female,25_34,living_partner,dog,3,3
41,24,23,23,female,25_34,not_living_partner,horse,3,6
37,21,21,14,female,45_54,living_partner,dog,4,4
42,20,19,17,female,45_54,not_living_partner,dog,4,6
48,21,21,9,female,70_over,not_living_partner,cat,3,3
48,21,18,21,female,35_44,living_partner,dog,4,5
46,18,16,24,female,35_44,living_partner,dog,9,9
48,17,16,22,female,25_34,not_living_partner,cat,9,9
44,20,22,18,female,45_54,living_partner,dog,3,5
48,21,21,7,female,25_34,living_partner,dog,5,5
48,19,19,21,female,35_44,not_living_partner,dog,3,5
47,22,21,11,female,25_34,living_partner,dog,5,4
48,12,16,13,female,35_44,living_partner,dog,3,3
38,20,23,18,female,70_over,not_living_partner,small,3,6
48,21,20,20,female,55_64,living_partner,dog,3,3
46,14,18,17,female,18_24,living_partner,cat,7,6
42,24,21,21,female,35_44,living_partner,dog,6,7
37,21,22,17,female,55_64,living_partner,dog,5,6
45,23,24,16,female,35_44,living_partner,dog,3,3
38,20,20,23,female,35_44,not_living_partner,cat,6,6
23,20,22,21,female,35_44,not_living_partner,dog,6,5
46,21,17,20,female,45_54,not_living_partner,cat,4,8
48,20,19,29,female,65_70,living_partner,dog,7,7
37,20,19,20,female,18_24,not_living_partner,cat,6,6
46,16,19,19,female,35_44,living_partner,dog,3,4
39,24,19,19,female,18_24,not_living_partner,cat,3,5
48,23,21,15,female,45_54,living_partner,dog,4,6
48,24,21,17,male,35_44,living_partner,dog,3,5
47,22,19,14,female,55_64,not_living_partner,dog,4,5
45,20,20,13,female,45_54,not_living_partner,dog,6,6
43,24,19,21,female,35_44,not_living_partner,cat,3,7
43,19,18,20,female,55_64,living_partner,cat,3,5
48,19,16,24,female,25_34,living_partner,dog,6,5
46,23,22,19,female,25_34,not_living_partner,dog,3,5
38,19,18,20,female,35_44,living_partner,cat,5,4
32,20,21,15,female,35_44,living_partner,dog,3,3
45,20,19,21,female,25_34,living_partner,cat,5,7
48,20,20,17,female,35_44,living_partner,cat,7,6
48,20,21,9,female,45_54,living_partner,dog,3,3
48,24,18,22,female,45_54,living_partner,dog,4,4
48,19,19,14,female,65_70,living_partner,dog,3,6
48,19,21,10,female,55_64,living_partner,cat,5,4
48,13,17,11,female,25_34,not_living_partner,small,4,5
41,22,19,20,female,65_70,living_partner,cat,3,3
43,23,25,18,female,65_70,living_partner,cat,3,3
48,20,20,15,female,35_44,living_partner,cat,6,5
48,24,19,15,female,35_44,living_partner,dog,3,3
48,20,20,23,female,45_54,living_partner,dog,6,5
46,18,19,25,female,35_44,not_living_partner,cat,8,9
46,22,18,20,male,45_54,living_partner,dog,6,4
12,21,22,15,female,45_54,living_partner,dog,3,3
41,22,24,15,female,45_54,not_living_partner,dog,3,4
41,23,19,20,female,35_44,living_partner,cat,5,6
45,21,15,21,female,45_54,living_partner,dog,3,6
32,19,19,16,female,25_34,living_partner,dog,9,7
48,19,18,25,female,25_34,not_living_partner,dog,3,9
47,22,20,21,female,55_64,not_living_partner,cat,6,6
36,20,20,16,female,35_44,not_living_partner,cat,5,6
36,18,20,14,female,55_64,living_partner,cat,4,4
34,17,19,18,female,35_44,living_partner,cat,3,3
44,24,22,18,female,70_over,living_partner,cat,3,4
48,16,15,22,female,35_44,living_partner,cat,6,9
48,22,19,23,female,45_54,not_living_partner,dog,5,6
